,en,vn,word_type,word_type_vn
10507,interictal,giữa các cơn,a,tính từ
10508,interior,trong,a,tính từ
10509,interischiadic,giữa ụ ngồi,a,tính từ
10510,interkinesis,"gian kỳ giảm phânTQ, kỳ nghĩ, kỳ gian phân",n,danh từ
10511,interlabial,giữa môi,a,tính từ
10512,interlamellar,giữa lá mỏng,a,tính từ
10513,interligamentary,giữa dây chằng,a,tính từ
10514,interlobar,gian thùy,a,tính từ
10515,interlobitis,viêm gian thùy phổi,n,danh từ
10516,interlobular,gian tiểu thùy,a,tính từ
10517,interlocking,"cài khóa vào nhau , khóa lồng (sự)(song thai)",n,danh từ
10518,intermalleolar,giữa mắt cá,a,tính từ
10519,intermamillary,giữa hai núm vú,a,tính từ
10520,intermammary,giữa hai vú,a,tính từ
10521,intermaxillary,giữa hai hàm,a,tính từ
10522,intermediary,"trung gian, môi giới, giữa; vật môi giới, giai đoạn trung gian","a,n",tính từ
10523,intermediate,"trung gian, giữa",a,tính từ
10524,intermedin,intermedin,n,danh từ
10525,intermediolateral,giữa bên,a,tính từ
10526,intermedius,trung gian; bộ phận trung gian,"a,n",tính từ
10527,intermembranous,gian mạc,a,tính từ
10528,intermeningeal,giữa màng não,a,tính từ
10529,intermenstrual,gian kỳ kinh nguyệt (th),a,tính từ
10530,intermenstruum,gian kỳ kinh nguyệt,n,danh từ
10531,intermetacarpal,giữa khớp xương cổ tay,a,tính từ
10532,intermetameric,"giữa hai khúc, giữa hai đốt",a,tính từ
10533,intermetatarsal,giữa xương bàn chân,a,tính từ
10534,intermitotic,gian gián phân,a,tính từ
10535,intermittent,"gián đoạn, từng cơn",a,tính từ
10536,intermolecular,gian phân tử,a,tính từ
10537,intermural,gian thành,a,tính từ
10538,intermuscular,gian cơ,a,tính từ
10539,intern,nội trú bệnh viện (người),n,danh từ
10540,internal,"trong, bên trong ",a,tính từ
10541,internarial,giữa hai lỗ mũi,a,tính từ
10542,internasal,giữa xương mũi,a,tính từ
10543,internatal,giữa hai mông,a,tính từ
10544,interneuron,nơron trung gian,n,danh từ
10545,internist,thầy thuốc nội khoa,n,danh từ
10546,internodal,giũa hai mấu; gióng (th),a,tính từ
10547,internode,gióng,n,danh từ
10548,internodular,giũa hai mấu; giữa hai nút,a,tính từ
10549,internship,thời gian thực tập (tại bệnh viện),n,danh từ
10550,internuncial,"liên lạc, trung gian (nối liền tế bào thần kinh hay nơron)",a,tính từ
10551,internus,"trong, bên trong  ",a,tính từ
10552,interocclusal,giữa mặt cắn,a,tính từ
10553,interoceptive,nội cảm thụ,a,tính từ
10554,interoceptor,nội cảm thụ (thần kinh),n,danh từ
10555,interofective,phản ứng đối nội (chỉ thần kinh giao cảm),a,tính từ
10556,interoinferiorly,hướng trong-dưới,ad,tính từ
10557,interolivary,giữa trám hành não,a,tính từ
10558,interorbital,"giữa hai ổ mắt, gian ổ mắt",a,tính từ
10559,interosseous,gian cốt,a,tính từ
10560,interpalpebral,"giam mí mắt,  giữa hai mí mắt",a,tính từ
10561,interparoxysmal,giữa những cơn kịch phát,a,tính từ
10562,interpediculate,giữa các cuống đốt sống,a,tính từ
10563,interpeduncular,giữa hai cuống,a,tính từ
10564,interphalangeal,giữa hai đốt ngón,a,tính từ
10565,interphase,gian kỳ,n,danh từ
10566,interphyletic,kiểu trung gian (chỉ tế bào),a,tính từ
10567,interpial,giữa hai lớp màng nuôi,a,tính từ
10568,interplant,luân canh (sự) (Nông),n,danh từ
10569,interpleural,gian phế mạc,a,tính từ
10570,interpolar,gian cực,a,tính từ
10571,interpolation,1.xen vào (sự) ghép mô (sự). 2. nội suy (phép) (Toán),n,danh từ
10572,interposition,"xen vào , chêm vào (sự, vật)",n,danh từ
10573,interpositum,đứng giữa,a,tính từ
10574,interpretation,giải thích (sự),n,danh từ
10575,interprotometamere,cấu trúc giữa khúc nguyên thủy,n,danh từ
10576,interproximal,"gian lân, giữa hai mặt kề ",a,tính từ
10577,interpubic,gian xương mu,a,tính từ
10578,interpupillary,gian đồng tử,a,tính từ
10579,interradial,giữa các tia,a,tính từ
10580,interrenal,gian thận,a,tính từ
10581,interrupted,gián đoạn,a,tính từ
10582,interscapilium,khoảng gian xương bả vai,n,danh từ
10583,interscapular,gian xương bả vai,a,tính từ
10584,intersciatic,gian  ụ ngồi,a,tính từ
10585,intersection,giao điểm,n,danh từ
10586,intersegment,"đoạn, đốt, khúc",n,danh từ
10587,intersegmental,"giữa các đoạn,  gian đoạn, giữa các khúc, gian khúc",a,tính từ
10588,interseptal,gian vách,a,tính từ
10589,interseptum,cơ hoành,n,danh từ
10590,interspace,khoảng trung gian,n,danh từ
10591,interspinal,gian mỏm gai,a,tính từ
10592,intersternal,gian mỏm ức,a,tính từ
10593,interstice,"khe, kẽ",n,danh từ
10594,interstitial,"khe, kẽ (th)",a,tính từ
10595,intertarsal,gian xương cổ chân,a,tính từ
10596,intertransverse,gian mõm ngang,a,tính từ
10597,intertriginous,1 trầy (da). 2. hăm,a,tính từ
10598,intertrigo,"hăm, hăm kẽ",n,danh từ
10599,intertrochanteric,gian mấu chuyển,a,tính từ
10600,intertubercular,gian củ,a,tính từ
10601,intertubular,gian tiểu quản,a,tính từ
10602,interureteric,gian niệu quản,a,tính từ
10603,intervaginal,"gian  bao, gian màng",a,tính từ
10604,interval,"khoảng , khoảng cách, gian kỳ",n,danh từ
10605,intervalvular,gian van,a,tính từ
10606,intervascular,gian huyết quản,a,tính từ
10607,intervention,can thiệp (sự),n,danh từ
10608,interventricular,gian tâm thất,a,tính từ
10609,intervertebral,gian đốt sống,,
10610,intervillous,"giữa lông nhung, gian lông nhung",a,tính từ
10611,intestino-intestinal,"ruột-ruột, tràng-tràng",a,tính từ
10612,intima,nội mạc mạch,n,danh từ
10613,intimal,nội mạc mạch (th),a,tính từ
10614,intimitis,viêm nội mạc mạch,n,danh từ
10615,intolerance,không dung nạp,n,danh từ
10616,intorsion,xoay vào trong (sự) (Mắt),n,danh từ
10617,intorter,1.xoay trong. 2. cơ xoay trong,n,danh từ
10618,intoxication,"ngộ độc, nhiễm độc",n,danh từ
10619,intra-,"nội, trong",suff.,hậu tố
10620,intra-abdominal,trong bụng,a,tính từ
10621,intra-acinous,trong chùm nang,a,tính từ
10622,intra-appendicular,trong ruột thừa,a,tính từ
10623,intra-arachnoid,trong màmg nhện,a,tính từ
10624,intra-arterial,"nội động mạch, trong động mạch",a,tính từ
10625,intra-articular,trong khớp,a,tính từ
10626,intra-atrial,nội tâm nhĩ,a,tính từ
10627,intra-aural,trong tai,a,tính từ
10628,intrabronchial,nội phế quản,a,tính từ
10629,intrabuccal,trong miệng,a,tính từ
10630,intracanalicular,nội tiểu quản,a,tính từ
10631,intracapsular,"trong bao, trong vỏ",a,tính từ
10632,intracardiac,trong tim,a,tính từ
10633,intracarpal,trong cổ tay,a,tính từ
10634,intracartilaginous,trong sụn,a,tính từ
10635,intracavitary,"trong khoang (hố, ổ)",a,tính từ
10636,intracelial,trong khoang cơ thể,a,tính từ
10637,intracellular,"nội bào, trong tế bào",a,tính từ
10638,intracephalic,"trong đầu, trong não",a,tính từ
10639,intracerebellar,trong tiểu não,a,tính từ
10640,intracerebral,trong đại não,a,tính từ
10641,intracervical,trong cổ tử cung,a,tính từ
10642,intrachondral,trong sụn,a,tính từ
10643,intrachordal,trong nguyên sống,a,tính từ
10644,intracisternal,trong bể (bể tiểu não-tủy sống),a,tính từ
10645,intracolic,"nội kết tràng, trong kết tràng",a,tính từ
10646,intracorporeal,"nội thân thể, trong thân thể",a,tính từ
10647,intracorpuscular,nội tiểu thể,a,tính từ
10648,intracostal,trong xương sườn,a,tính từ
10649,intracranial,trong sọ,a,tính từ
10650,intracrureus,trong cơ đùi (phần),n,danh từ
10651,intractable,"khó chữa khỏi, khó xử lý",a,tính từ
10652,intracystic,trong u nang,a,tính từ
10653,intracytoplasmic,nội bào tương,a,tính từ
10654,intradermal,"nội bì, nội chân bì ",a,tính từ
10655,intradermoreaction,phản ứng nội bì,n,danh từ
10656,intraductal,trong ống,a,tính từ
10657,intraduodenal,nội tá tràng,a,tính từ
10658,intradural,trong màng cứng,a,tính từ
10659,intraepidermal,nội biểu bì,a,tính từ
10660,intraepiphyseal,trong đầu xương,a,tính từ
10661,intraepithelial,nội biểu mô,a,tính từ
10662,intraerythrocytic,nội hồng tế bào,a,tính từ
10663,intrafascicular,trong bó,a,tính từ
10664,intrafat,trong lớp mỡ,a,tính từ
10665,intrafetation,phát triển thai trong thai(sự),n,danh từ
10666,intrafilar,"trong lưới, trong mô lưới",a,tính từ
10667,intrafissural,trong khe não,a,tính từ
10668,intrafistular,trong đường rò,a,tính từ
10669,intrafollicular,trong nang,a,tính từ
10670,intrafusal,trong thoi cơ vân,a,tính từ
10671,intragastric,trong dạ dày,a,tính từ
10672,intragemmal,trong nụ,a,tính từ
10673,intragenic,trong gen,a,tính từ
10674,intraglandular,trong hạch,a,tính từ
10675,intraglobular,"trong cầu, trong tiểu cầu ",a,tính từ
10676,intragyral,trong hồi não,a,tính từ
10677,intrahepatic,trong gan,a,tính từ
10678,intrahyoid,trong xương móng,a,tính từ
10679,intraictal,trong cơn,a,tính từ
10680,intraintestinal,trong ruột,a,tính từ
10681,intrajugular,"trong lỗ cảnh, trong mỏm cảnh, trong tĩnh mạch cảnh ",a,tính từ
10682,intralamellar,trong lá,a,tính từ
10683,intralaryngeal,nội thanh quản,a,tính từ
10684,intralesional,trong thương tổn,a,tính từ
10685,intraleukocytic,trong bạch tế bào,a,tính từ
10686,intraligamentous,trong dây chằng,a,tính từ
10687,intralingual,trong lưỡi,a,tính từ
10688,intralobar,trong thùy,a,tính từ
10689,intralobular,trong thùy nhỏ,a,tính từ
10690,intralocular,"trong ngăn, trong khoang",a,tính từ
10691,intraluminal,trong lòng ống (như trong huyết quản),a,tính từ
10692,intramammary,trong vú,a,tính từ
10693,intramarginal,"trong mép, trong bờ",a,tính từ
10694,intramastoiditis,viêm hang chũm,a,tính từ
10695,intramatrical,trong tử cung,a,tính từ
10696,intramembranous,"trong màng, nội mạc",a,tính từ
10697,intrameningeal,trong màng não,a,tính từ
10698,intramolecular,"nội phân tử, trong phân tử",a,tính từ
10699,intramural,"trong thành, trong vách",a,tính từ
10700,intramuscular,trong cơ,a,tính từ
10701,intramyocardique,trong cơ tim,a,tính từ
10702,intranarial,trong lỗ mũi,a,tính từ
10703,intranasal,trong mũi,a,tính từ
10704,intranatal,trong lúc sinh,a,tính từ
10705,intraneural,"nội thần kinh, trong thần kinh ",a,tính từ
10706,intranuclear,trong nhân,a,tính từ
10707,intraocular,trong mắt,a,tính từ
10708,intraoperative,trong lúc phẫu thuật,a,tính từ
10709,intraoral,trong miệng,a,tính từ
10710,intraorbital,trong ổ (hốc) mắt,a,tính từ
10711,intraosseous,trong xương,a,tính từ
10712,intraovarian,trong buồng trứng,a,tính từ
10713,intraovular,trong trứng,a,tính từ
10714,intrapancreatic,trong tụy,a,tính từ
10715,intraparenchymatous,trong nhu mô,a,tính từ
10716,intraparietal,trong thành,a,tính từ
10717,intrapartum,trong khi đẻ,a,tính từ
10718,intrapelvic,trong chậu hông,a,tính từ
10719,intrapericardial,trong màng ngoài tim,a,tính từ
10720,intraperineal,trong đáy chậu,a,tính từ
10721,intraperitoneal,trong màng bụng,a,tính từ
10722,intrapial,trong màng mềm,a,tính từ
10723,intraplacental,trong nhau thai,a,tính từ
10724,intrapleural,trong màng phổi,a,tính từ
10725,intrapontine,trong cầu não,a,tính từ
10726,intraprostatic,trong tuyến tiền liệt,a,tính từ
10727,intraprotoplasmic,trong nguyên sinh chất,a,tính từ
10728,intrapsychic,nội tâm,a,tính từ
10729,intrapulmonary,trong phổi,a,tính từ
10730,intrapyretic,trong cơn sốt,a,tính từ
10731,intrarectal,trong trực tràng,a,tính từ
10732,intrarenal,trong thận,a,tính từ
10733,intraretinal,trong võng mạc,a,tính từ
10734,intrascleral,trong củng mạc,a,tính từ
10735,intrascrotal,trong bìu,a,tính từ
10736,intrasegmental,trong đoạn,a,tính từ
10737,intrasellar,trong yên bướm,a,tính từ
10738,intraserous,"trong thanh dịch, trong huyết thanh",a,tính từ
10739,intraspinal,trong cột sống,a,tính từ
10740,intrasplenic,trong lách,a,tính từ
10741,intrasternal,trong xương ức,a,tính từ
10742,intrastitial,"giữa tế bào mô, giữa sợi mô",a,tính từ
10743,intrastromal,trong mô đệm,a,tính từ
10744,intrasynovial,trong bao hoạt dịch,a,tính từ
10745,intratarsal,trong khớp cổ chân,a,tính từ
10746,intratesticular,trong tinh hoàn,a,tính từ
10747,intrathecal,trong vỏ,a,tính từ
10748,intrathenar,giữa mô út và mô cái,a,tính từ
10749,intrathoracic,trong ngực,a,tính từ
10750,intratonsillar,"trong amidan, trong hạnh nhân",a,tính từ
10751,intratrabecular,"trong bè (dải, thớ)",a,tính từ
10752,intratracheal," nội khí quản, trong khí quản",a,tính từ
10753,intratubal,trong vòi tử cung,a,tính từ
10754,intratubular,trong ống,a,tính từ
10755,intratympanic,trong hòm nhĩ,a,tính từ
10756,intraureteral,trong niệu quản,a,tính từ
10757,intraurethral,trong niệu đạo,a,tính từ
10758,intrauterine,trong tử cung,a,tính từ
10759,intravaginal,trong âm đạo,a,tính từ
10760,intravasation,nhập  (dị vật) vào huyết quản (sự),a,tính từ
10761,intravascular,"nội huyết quản, trong huyết quản",a,tính từ
10762,intravenation,nhập (dị vật) vào tĩnh mạch (sự),n,danh từ
10763,intravenous,"nội tĩnh mạch, trong tĩnh mạch",a,tính từ
10764,intraventricular,"nội tâm thất, trong tâm thất; nội não thất , trong não thất ",a,tính từ
10765,intraversion,"quay trong, lệch trong (sự) (RHM)",n,danh từ
10766,intravesical,trong bàng quang,a,tính từ
10767,intravillous,trong lông nhung,a,tính từ
10768,intravital,"trong đời sống, trong sinh hoạt",a,tính từ
10769,intra vitam,trong đời sống,L,L
10770,intravitelline,trong noãn hoàng,a,tính từ
10771,intravitreous,trong thể kính,a,tính từ
10772,intro-,"nội, trong",pref.,tiền tố
10773,introducer,ống luồn,n,danh từ
10774,introfier,giảm trương (chất),n),danh từ
10775,introflexion,gấp trong (sự),n,danh từ
10776,introgastric,vào trong dạ dày,a,tính từ
10777,introgression,nhập gen (sự),n,danh từ
10778,introitus,"đường vào, lỗ vào",n,danh từ
10779,introjection,"nội chiếu (sự), nội nhập (sự)  ",n,danh từ
10780,intromission,"đưa vào, truyền vào, đút (sự)",n,danh từ
10781,intron,"intron, vùng nội",n,danh từ
10782,introspection,nội quan (sự),n,danh từ
10783,introvert,hướng nội tâm (người),n,danh từ
10784,intrusion,lún vào (sự),n,danh từ
10785,intubate,luồn ống,v,động từ
10786,intubation,"luồn ống , đặt ống thông (sự) ",n,danh từ
10787,intubationist,luồn ống (kỹ thuật viên ),n,danh từ
10788,intubator,"ống luồn, ống thông",n,danh từ
10789,intumesce,"phồng, phình; cương",v,động từ
10790,intumescentia,phình (chỗ),n,danh từ
10791,intussusception,lồng ruột (ch),n,danh từ
10792,intussusceptum,phần ruột bị lồng,n,danh từ
10793,intussuscipiens,phần ruột bao lồng,n,danh từ
10794,Inula,cúc mắt ngựa (cây),n,danh từ
10795,inulase,inulase,n,danh từ
10796,inulin,inulin,n,danh từ
10797,inulinase,inulinase,n,danh từ
10798,inunctum,dầu xoa,n,danh từ
10799,in utero,trong tử cung,L,L
10800,in vacuo,trong chân không,L,L
10801,invaginate,lồng vào,v,động từ
10802,invalid,"ốm yếu, suy nhược, tàn tật (người)","a,n",tính từ
10803,invasin,hyaluronidase,n,danh từ
10804,invasion,"xâm nhập, xâm hại (sự)",n,danh từ
10805,invasive,"xâm nhập, xâm hại",a,tính từ
10806,invasiveness,khả năng  xâm nhập,n,danh từ
10807,inventory,biểu điều tra,n,danh từ
10808,invermination,giun sán (bh),n,danh từ
10809,inversion,đão. đão hướng (sự); nghịch đão (sự),n,danh từ
10810,inversus,"đão hướng, nghịch đão",a,tính từ
10811,invert,đồng tính luyến ái (người),n,danh từ
10812,Invertebrata,Động vật không xương sống (nhóm),n,danh từ
10813,invertebrate,không xương sống,"a,n",tính từ
10814,invertor,cơ chuyển trong,n,danh từ
